fullyQualifiedName,firstCommit,#Commits
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/resumeProcessing(),commit f0db18abedd30af1d6191d068652b93db0c68fc6 1357748287 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/run(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/enqueueWithoutFailure(DeliveryManagerRequest),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/retryErroredSubscriberAfterDelay(ActiveSubscriberState),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,3
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/clearRetryDelayForSubscriber(ActiveSubscriberState),commit f57cbe507d0f366fa76e0e163e867e4a7f93d958 1349357431 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/retryErroredSubscribers(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/getDeliveryWorker(ByteString),commit b4bac04a8141fa116223de8028471facbe343555 1360164504 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/enqueueWithoutFailure(ByteString, DeliveryManagerRequest)",commit b4bac04a8141fa116223de8028471facbe343555 1360164504 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/startServingSubscription(ByteString, ByteString, SubscriptionPreferences, MessageSeqId, DeliveryEndPoint, ServerMessageFilter, Callback, Object)",commit ee29f75f3f6a0168008da2e424e4174f2aee8cbb 1357211276 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/stopServingSubscriber(ByteString, ByteString, SubscriptionEvent, Callback, Object)",commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,4
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/messageConsumed(ByteString, ByteString, MessageSeqId)",commit f57cbe507d0f366fa76e0e163e867e4a7f93d958 1349357431 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/moveDeliveryPtrForward(ActiveSubscriberState, long, long)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/removeDeliveryPtr(ActiveSubscriberState, Long, boolean, boolean)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/getMinimumSeqId(ByteString),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/addDeliveryPtr(ActiveSubscriberState, Long)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/setNotConnected(SubscriptionEvent),commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,3
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/sendingFinished(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,4
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/transientErrorOnSend(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/permanentErrorOnSend(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,3
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/getTopic(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/getLastScanErrorTime(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/setLastScanErrorTime(long),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/clearLastScanErrorTime(),commit f57cbe507d0f366fa76e0e163e867e4a7f93d958 1349357431 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/isConnected(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/messageConsumed(long),commit f57cbe507d0f366fa76e0e163e867e4a7f93d958 1349357431 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/msgLimitExceeded(),commit f57cbe507d0f366fa76e0e163e867e4a7f93d958 1349357431 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/deliverNextMessage(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,3
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/doDeliverNextMessage(),commit 1f5278d06ddbf4da0d2d6ed41676321f89a4aecd 1357750056 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/getScanRequest(),commit 1f5278d06ddbf4da0d2d6ed41676321f89a4aecd 1357750056 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/checkConnected(),commit 1f5278d06ddbf4da0d2d6ed41676321f89a4aecd 1357750056 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/messageScanned(Object, Message)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,6
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/scanFailed(Object, Exception)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/scanFinished(Object, ReasonForFinish)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/getLastSeqIdCommunicatedExternally(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/toString(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/doStopServingSubscriber(ActiveSubscriberState, SubscriptionEvent)",commit 1f5278d06ddbf4da0d2d6ed41676321f89a4aecd 1357750056 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/newInstance(),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/onSubChannelDisconnected(TopicSubscriber),commit 40de140171a26b0943909900d6af4a73b31a641e 1357810939 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java/handleRequest(PubSubRequest, Channel)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java/operationFailed(Object, PubSubException)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java/operationFinished(Object, HedwigSocketAddress)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java/channelDisconnected(Channel),commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/operationFinished(Object, Void)",commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java/operationFailed(Object, PubSubException)",commit d0807e31f6d531cee5898bea3c2af3e312dbe61b 1350903887 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java/operationFailed(Object, PubSubException)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java/operationFinished(Object, T)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java/handleRequest(PubSubRequest, Channel)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java/getName(),commit c805430253c6e6bb4341ad51b406ceabeafcd4e8 1333022833 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java/isHidden(),commit c805430253c6e6bb4341ad51b406ceabeafcd4e8 1333022833 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java/getNumSubscriptionChannels(),commit c805430253c6e6bb4341ad51b406ceabeafcd4e8 1333022833 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java/getNumSubscriptionChannels(),commit c805430253c6e6bb4341ad51b406ceabeafcd4e8 1333022833 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,4
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/operationFailed(Object, PubSubException)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/operationFinished(Object, PubSubProtocol.MessageSeqId)",commit 0092518bb3e345de2113f29450c9e1557cfc8020 1343661655 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java/getSuccessResponse(long, PubSubProtocol.MessageSeqId)",commit 0092518bb3e345de2113f29450c9e1557cfc8020 1343661655 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,10
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/operationFailed(Object, PubSubException)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,4
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/operationFinished(Object, SubscriptionData)",commit 6379ae858d11bac62a95ccb06675e2bd511f822a 1346088076 -----sp,7
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java/operationFinished(Object, Void)",commit ee29f75f3f6a0168008da2e424e4174f2aee8cbb 1357211276 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/operationComplete(ChannelFuture),commit 81aa20165c13aab333f9f0fd6b4e948de2ba1cef 1350900638 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/onSubChannelDisconnected(TopicSubscriber),commit 40de140171a26b0943909900d6af4a73b31a641e 1357810939 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/addSubChannelDisconnectedListener(SubChannelDisconnectedListener),commit 40de140171a26b0943909900d6af4a73b31a641e 1357810939 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/channelDisconnected(Channel),commit 81aa20165c13aab333f9f0fd6b4e948de2ba1cef 1350900638 -----sp,3
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/getNumSubscriptionChannels(),commit 81aa20165c13aab333f9f0fd6b4e948de2ba1cef 1350900638 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/getNumSubscriptions(),commit 81aa20165c13aab333f9f0fd6b4e948de2ba1cef 1350900638 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/put(TopicSubscriber, Channel, boolean)",commit 81aa20165c13aab333f9f0fd6b4e948de2ba1cef 1350900638 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java/remove(TopicSubscriber, Channel)",commit 81aa20165c13aab333f9f0fd6b4e948de2ba1cef 1350900638 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/handleRequestAtOwner(PubSubRequest, Channel)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,4
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/operationFailed(Object, PubSubException)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/operationFinished(Object, Void)",commit c1c8bef6125cb70ed2da68e92bb49e45f4ea64a9 1301527761 -----sp,4
hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java/registerJMX(HedwigMBeanInfo),commit 0663029788d504f38e98fd79e625a466bb4780c9 1332158691 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java/unregisterJMX(),commit 0663029788d504f38e98fd79e625a466bb4780c9 1332158691 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java/getInstance(),commit 0663029788d504f38e98fd79e625a466bb4780c9 1332158691 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java/getDomainName(),commit 0663029788d504f38e98fd79e625a466bb4780c9 1332158691 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/getFactoryLayoutPath(StringBuilder, ServerConfiguration)",commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/getManagerMeta(),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/store(ZooKeeper, ServerConfiguration)",commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,2
hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/hashCode(),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/equals(Object),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/toString(),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/readLayout(ZooKeeper, ServerConfiguration)",commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java/deleteLayout(ZooKeeper, ServerConfiguration)",commit 0d198abad7b41d8326913384967aeb1239ab0528 1354198739 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/getCurrentVersion(),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/initialize(ServerConfiguration, ZooKeeper, int)",commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/shutdown(),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/getTopics(),commit bb0888acafee138989dffb1cfee732145c953f38 1345211792 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newTopicPersistenceManager(),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newSubscriptionDataManager(),commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newTopicOwnershipManager(),commit 4d9f3d32a063975303f42a7108cbd4892062ab89 1344250896 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/format(ServerConfiguration, ZooKeeper)",commit 0d198abad7b41d8326913384967aeb1239ab0528 1354198739 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/newMetadataManagerFactory(ServerConfiguration, ZooKeeper)",commit c2efd0a48c5d1ea4edd7bf33c69a7e5270942eb4 1342026666 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java/createMetadataManagerFactory(ServerConfiguration, ZooKeeper, Class)",commit 0d198abad7b41d8326913384967aeb1239ab0528 1354198739 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, T)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/block(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getReturnCode(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getValue(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/initialize(ServerConfiguration, ZooKeeper, int)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getCurrentVersion(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/shutdown(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getTopics(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, MetastoreCursor, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/hasNext(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/next(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/remove(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/newTopicOwnershipManager(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/close(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readOwnerInfo(ByteString, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Versioned, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/writeOwnerInfo(ByteString, HubInfo, Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Version, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/deleteOwnerInfo(ByteString, Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Void, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/newTopicPersistenceManager(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readTopicPersistenceInfo(ByteString, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/parseAndReturnTopicLedgerRanges(ByteString, byte[], Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/writeTopicPersistenceInfo(ByteString, LedgerRanges, Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/deleteTopicPersistenceInfo(ByteString, Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/newSubscriptionDataManager(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getSubscriptionKey(ByteString, ByteString)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/subscriptionData2Value(SubscriptionData),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,2
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/createSubscriptionData(ByteString, ByteString, SubscriptionData, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/isPartialUpdateSupported(),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/replaceSubscriptionData(ByteString, ByteString, SubscriptionData, Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/updateSubscriptionData(ByteString, ByteString, SubscriptionData, Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/deleteSubscriptionData(ByteString, ByteString, Version, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/value2SubscriptionData(Value),commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readSubscriptionData(ByteString, ByteString, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/getSubscriptionPrefix(ByteString, char)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readSubscriptions(ByteString, int, MetastoreCursor, Map, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/complete(int, Iterator, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/readSubscriptions(ByteString, Callback, Object)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
"hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java/logErrorAndFinishOperation(String, Callback, Object, int, StatusCode)",commit 3a950e6f7f5ca8b646e82c61c98a65991df8d88f 1355418357 -----sp,1
